Comment,review1,review2,review3
কত কোটি টাকার দরিদ্ররা...??,social,social,antisocial
দরিদ্র যে এটা বুজবে কেমনে হসপিটাল এর লোকজন??,social,social,antisocial
"""না খেয়ে বাঁচতে পারবে কিনা, তার গ্যারানটি নাই।আসছে করোনার টেস্ট ফি মওকুফ করতে!""",social,social,antisocial
"""এক মুখে দুই কথা একবার বলে দেশে কোনো গরিব নাই,,, আবার বলছে দরিদ্ররা বিনামূল্যে করোনা পরিক্ষা করাতে পারবে তাহলে দরিদ্র আর গরিব কি ভিন্ন!!!""",social,social,antisocial
"""দেখা যাবে চেয়ারম্যান,মেম্বাররা এই লাইনে দাড়িয়ে আছে।""",social,social,antisocial
আমার কাছ থেকে ৩০০ টাকা ফি নিয়েছে আপনাদের সরকারি হাসপাতাল১০০ টাকা ফি র কথা বল্লে তারা বলে আজকে স্যাম্পল সংগ্রহের লিমিট হয়ে গেছে পরে বলে ৩০০ টাকা দিন ব্যাস তখন আর লিমিট লাগে না,social,social,antisocial
দরিদ্র লোকের করোনা পরীক্ষা করার দরকার নেইপারলে ৭দিনের খাবার পোঁছে দিন,social,social,social
"""ভাইরে ভাই টেস্ট ফ্রি করেছে, টেস্ট করে যদি করনা ধরা পড়ে তা হলে চিকিৎসা করতে হবে আর চিকিৎসা করার টাকা কে দিবে। টেস্ট করে করনা ধরা পরলেই আরও বিপদ। তাই এইসব প্রতারক দের কথাই ফাদে পা দিবেন না৷""",social,social,antisocial
"""সরকারি হাসপাতাল গেলে চিকিৎসা পায় না, আবার করোনা পরিক্ষা ফ্রি।""",social,social,antisocial
করোনা পরীক্ষা করে কী অদের পেট ভরবে,social,social,antisocial
ধনী কি ভাবে গরিব হয় তার প্রমাণ হলো স্কুল কলেজের উপবৃত্তির ফরমে দেখুন,social,social,antisocial
পৃথিবীর সেরা স্বাস্থ্যমন্ত্রী পেয়ে আমরা গর্বই,social,social,antisocial
দরিদ্র লোক কি করুনা ভাইরাস বুঝে??। তারা কাজ না করলে অনাহারে তাকে এই টুকুই বুঝে.দেখা যাবে এই দরিদ্র এর নামে সমাজের কিছু লোক উপকৃত হবে,social,social,antisocial
